"","code_id","type_id","group_id","code_name","group_name","specific_type_id"
"423","G8846","HCPC","XX0000","Moderate or severe obstructive sleep apnea (apnea hypopnea index (AHI) or respiratory disturbance index (RDI) of 15 or greater)","Ungrouped Codes",""
"424","G8847","HCPC","XX0000","Positive airway pressure therapy not prescribed","Ungrouped Codes",""
"425","G8848","HCPC","XX0000","Mild obstructive sleep apnea (apnea hypopnea index (AHI) or respiratory disturbance index (RDI) of less than 15)","Ungrouped Codes",""
"426","G8849","HCPC","XX0000","Documentation of reason(s) for not prescribing positive airway pressure therapy","Ungrouped Codes",""
"427","G8850","HCPC","XX0000","Positive airway pressure therapy not prescribed, reason not otherwise specified","Ungrouped Codes",""
"428","G8851","HCPC","XX0000","Objective measurement of adherence to positive airway pressure therapy, documented","Ungrouped Codes",""
"429","G8852","HCPC","XX0000","Positive airway pressure therapy prescribed","Ungrouped Codes",""
"430","G8853","HCPC","XX0000","Positive airway pressure therapy not prescribed","Ungrouped Codes",""
"431","G8854","HCPC","XX0000","Documentation of reason(s) for not objectively measuring adherence to positive airway pressure therapy","Ungrouped Codes",""
"432","G8855","HCPC","XX0000","Objective measurement of adherence to positive airway pressure therapy not performed, reason not otherwise specified","Ungrouped Codes",""
"433","G8856","HCPC","XX0000","Referral to a physician for an otologic evaluation performed","Ungrouped Codes",""
"434","G8857","HCPC","XX0000","Patient is not eligible for the referral for otologic evaluation measure (e.g., patients who are already under the care of a physician for acute or chronic dizziness)","Ungrouped Codes",""
"435","G8858","HCPC","XX0000","Referral to a physician for an otologic evaluation not performed, reason not specified","Ungrouped Codes",""
"436","G8859","HCPC","XX0000","Patient receiving corticosteroids greater than or equal to 10 mg/day for 60 or greater consecutive days","Ungrouped Codes",""
"437","G8860","HCPC","XX0000","Patients who have received dose of corticosteroids greater than or equal to 10 mg/day for 60 or greater consecutive days","Ungrouped Codes",""
"438","G8861","HCPC","XX0000","Central dual-energy x-ray absorptiometry (DXA) ordered or documented, review of systems and medication history or pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed","Ungrouped Codes",""
"439","G8862","HCPC","XX0000","Patients not receiving corticosteroids greater than or equal to 10 mg/day for 60 or greater consecutive days","Ungrouped Codes",""
"440","G8863","HCPC","XX0000","Patients not assessed for risk of bone loss, reason not otherwise specified","Ungrouped Codes",""
"441","G8864","HCPC","CT23307","Pneumococcal vaccine administered or previously received","Vaccine for flu or Pneumonia",""
"442","G8865","HCPC","CT23307","Documentation of medical reason(s) for not administering or previously receiving pneumococcal vaccine (e.g., patient allergic reaction, potential adverse drug reaction)","Vaccine for flu or Pneumonia",""
"443","G8866","HCPC","CT23307","Documentation of patient reason(s) for not administering or previously receiving pneumococcal vaccine (e.g., patient refusal)","Vaccine for flu or Pneumonia",""
"444","G8867","HCPC","CT23307","Pneumococcal vaccine not administered or previously received, reason not otherwise specified","Vaccine for flu or Pneumonia",""
"445","G8868","HCPC","XX0000","Patients receiving a first course of anti-TNF therapy","Ungrouped Codes",""
"446","G8869","HCPC","XX0000","Patient has documented immunity to hepatitis B and is receiving a first course of anti-TNF therapy","Ungrouped Codes",""
"447","G8870","HCPC","XX0000","Hepatitis B vaccine injection administered or previously received and is receiving a first course of anti-TNF therapy","Ungrouped Codes",""
"448","G8871","HCPC","XX0000","Patient not receiving a first course of anti-TNF therapy","Ungrouped Codes",""
"449","G8872","HCPC","XX0000","Excised tissue evaluated by imaging intraoperatively to confirm successful inclusion of targeted lesion","Ungrouped Codes",""
"450","G8873","HCPC","XX0000","Patients with needle localization specimens which are not amenable to intraoperative imaging such as MRI needle wire localization, or targets which are tentatively identified on mammogram or ultrasound which do not contain a biopsy marker but which c","Ungrouped Codes",""
"451","G8874","HCPC","XX0000","Excised tissue not evaluated by imaging intraoperatively to confirm successful inclusion of targeted lesion","Ungrouped Codes",""
"452","G8875","HCPC","XX0000","Clinician diagnosed breast cancer preoperatively by a minimally invasive biopsy method","Ungrouped Codes",""
"453","G8876","HCPC","XX0000","Documentation of reason(s) for not performing minimally invasive biopsy to diagnose breast cancer preoperatively (e.g., clinical and imaging findings consistent with a benign lesion, lesion too close to skin, implant, chest wall, etc., lesion could n","Ungrouped Codes",""
"454","G8877","HCPC","XX0000","Clinician did not attempt to achieve the diagnosis of breast cancer preoperatively by a minimally invasive biopsy method, reason not otherwise specified","Ungrouped Codes",""
"455","G8878","HCPC","XX0000","Sentinel lymph node biopsy procedure performed","Ungrouped Codes",""
"456","G8879","HCPC","XX0000","Clinically node negative (T1N0M0 or T2N0M0) invasive breast cancer","Ungrouped Codes",""
"457","G8880","HCPC","XX0000","Documentation of reason(s) sentinel lymph node biopsy not performed (e.g., reasons could include but not limited to; non-invasive cancer, incidental discovery of breast cancer on prophylactic mastectomy, incidental discovery of breast cancer on reduc","Ungrouped Codes",""
"458","G8881","HCPC","XX0000","Stage of breast cancer is greater than T1N0M0 or T2N0M0","Ungrouped Codes",""
"459","G8882","HCPC","XX0000","Sentinel lymph node biopsy procedure not performed, reason not given","Ungrouped Codes",""
"460","G8883","HCPC","XX0000","Biopsy results reviewed, communicated, tracked and documented","Ungrouped Codes",""
"461","G8884","HCPC","XX0000","Clinician documented reason that patient's biopsy results were not reviewed","Ungrouped Codes",""
"462","G8885","HCPC","XX0000","Biopsy results not reviewed, communicated, tracked or documented","Ungrouped Codes",""
"463","G8886","HCPC","XX0000","Most recent blood pressure under control","Ungrouped Codes",""
"464","G8887","HCPC","XX0000","Documentation of medical reason(s) for most recent blood pressure not being under control (e.g., patients with palliative goals or for whom treatment of hypertension with standard treatment goals is not clinically appropriate)","Ungrouped Codes",""
"465","G8888","HCPC","XX0000","Most recent blood pressure not under control, results documented and reviewed","Ungrouped Codes",""
"466","G8889","HCPC","XX0000","No documentation of blood pressure measurement, reason not otherwise specified","Ungrouped Codes",""
"467","G8890","HCPC","XX0000","Most recent LDL-C under control, results documented and reviewed","Ungrouped Codes",""
"468","G8891","HCPC","XX0000","Documentation of medical reason(s) for most recent LDL-C not under control (e.g., patients with palliative goals for for whom treatment of hypertension with standard treatment goals is not clinically appropriate)","Ungrouped Codes",""
"469","G8892","HCPC","XX0000","Documentation of medical reason(s) for not performing LDL-C test (e.g., patients with palliative goals or for whom treatment of hypertension with standard treatment goals is not clinically appropriate)","Ungrouped Codes",""
"470","G8893","HCPC","XX0000","Most recent LDL-C not under control, results documented and reviewed","Ungrouped Codes",""
"471","G8894","HCPC","XX0000","LDL-C not performed, reason not specified","Ungrouped Codes",""
"472","G8895","HCPC","XX0000","Oral aspirin or other anticoagulant/antiplatelet therapy prescribed","Ungrouped Codes",""
"473","G8896","HCPC","XX0000","Documentation of medical reason(s) for not prescribing oral aspirin or other anticoagulant/antiplatelet therapy (e.g., under age 30, patient documented to be low risk, patient with terminal illness or treatment of hypertension with standard treatment","Ungrouped Codes",""
"474","G8897","HCPC","XX0000","Oral aspirin or other anticoagulant/antiplatelet therapy was not prescribed, reason not otherwise specified","Ungrouped Codes",""
"475","G8898","HCPC","XX0000","intend to report the chronic obstructive pulmonary disease measures group","Ungrouped Codes",""
"476","G8899","HCPC","XX0000","I intend to report the inflammatory bowel disease measures group","Ungrouped Codes",""
"477","G8900","HCPC","XX0000","intend to report the obstructive sleep apnea measures group","Ungrouped Codes",""
"478","G8901","HCPC","XX0000","intend to report the epilepsy measures group","Ungrouped Codes",""
"479","G8902","HCPC","XX0000","intend to report the dementia measures group","Ungrouped Codes",""
"480","G8903","HCPC","XX0000","I intend to report the Parkinson's disease measures group","Ungrouped Codes",""
"481","G8904","HCPC","XX0000","I intend to report the hypertension measures group","Ungrouped Codes",""
"482","G8905","HCPC","XX0000","I intend to report the cardiovascular prevention measures group","Ungrouped Codes",""
"483","G8906","HCPC","XX0000","I intend to report the cataract measures group","Ungrouped Codes",""
"484","M0064","HCPC","CT1903","brief office visit for the sole purpose of monitoring or changing drug prescriptions used in the treatment of mental psychoneurotic and personality disorders","Therapy - behavior - medication management",""
"485","0187T","CPT","XX0000","OPHTHALMIC DX IMAGE ANTERIOR","Ungrouped Codes",""
"486","76514","CPT","CT0238","Ophthalmic ultrasound, diagnostic; corneal pachymetry, unilateral or bilateral (determination of corneal thickness)","Imaging - us - eye",""
"487","92002","CPT","CT0256","Ophthalmological services: medical examination and evaluation with initiation of diagnostic and treatment program; intermediate, new patient","Eye Exam",""
"488","92004","CPT","CT0256","Ophthalmological services: medical examination and evaluation with initiation of diagnostic and treatment program; comprehensive, new patient, one or more visits","Eye Exam",""
"489","92012","CPT","CT0256","Ophthalmological services: medical examination and evaluation, with initiation or continuation of diagnostic and treatment program; intermediate, established patient","Eye Exam",""
"490","92014","CPT","CT0256","Ophthalmological services: medical examination and evaluation, with initiation or continuation of diagnostic and treatment program; comprehensive, established patient, one or more visits","Eye Exam",""
"491","92015","CPT","CT0251","Determination of refractive state","Tests - eye - dx - other",""
"492","92018","CPT","CT0251","Ophthalmological examination and evaluation, under general anesthesia, with or without manipulation of globe for passive range of motion or other manipulation to facilitate diagnostic examination; complete","Tests - eye - dx - other",""
"493","92019","CPT","CT0251","Ophthalmological examination and evaluation, under general anesthesia, with or without manipulation of globe for passive range of motion or other manipulation to facilitate diagnostic examination; limited","Tests - eye - dx - other",""
"494","92020","CPT","CT0257","Gonioscopy (separate procedure)","Other Eye Services, Glaucoma ",""
"495","92060","CPT","CT0243","Sensorimotor examination with multiple measurements of ocular deviation (eg, restrictive or paretic muscle with diplopia) with interpretation and report (separate procedure)","Tests - eye - sensorimotor evaluation",""
"496","92065","CPT","CT0244","Orthoptic and/or pleoptic training, with continuing medical direction and evaluation","Tests - eye - orthoptic / peoptic training",""
"497","92070","CPT","CT0245","Fitting of contact lens for treatment of disease, including supply of lens","Tests - eye - contact lens fitting",""
"498","92071","CPT","XX0000","Contact lens fitting for tx   ","Ungrouped Codes",""
"499","92072","CPT","XX0000","Fit contac lens for managmnt  ","Ungrouped Codes",""
"500","92081","CPT","CT0257","Visual field examination, unilateral or bilateral, with interpretation and report; limited examination (eg, tangent screen, Autoplot, arc perimeter, or single stimulus level automated test, such as Octopus 3 or 7 equivalent)","Other Eye Services, Glaucoma ",""
"501","92082","CPT","CT0257","Visual field examination, unilateral or bilateral, with interpretation and report; intermediate examination (eg, at least 2 isopters on Goldmann perimeter, or semiquantitative, automated suprathreshold screening program, Humphrey suprathreshold autom","Other Eye Services, Glaucoma ",""
"502","92083","CPT","CT0257","Visual field examination, unilateral or bilateral, with interpretation and report; extended examination (eg, Goldmann visual fields with at least 3 isopters plotted and static determination within the central 30?, or quantitative, automated threshold","Other Eye Services, Glaucoma ",""
"503","92100","CPT","CT0257","Serial tonometry (separate procedure) with multiple measurements of intraocular pressure over an extended time period with interpretation and report, same day (eg, diurnal curve or medical treatment of acute elevation of intraocular pressure)","Other Eye Services, Glaucoma ",""
"504","92120","CPT","CT0257","Tonography with interpretation and report, recording indentation tonometer method or perilimbal suction method","Other Eye Services, Glaucoma ",""
"505","92130","CPT","CT0257","Tonography with water provocation","Other Eye Services, Glaucoma ",""
"506","92135","CPT","CT0257","Scanning computerized ophthalmic diagnostic imaging (eg, scanning laser) with interpretation and report, unilateral","Other Eye Services, Glaucoma ",""
